Company,Sector,Unit,Year,UF,Ecoregion,Biome,River_Basin,Area_ha,FB_dolar,GEE_tCO2e_ano,Energ_tep-year,Water_m3,IIr,IIg,IIa,IIe,IIoa,IIB,BCA_min,BCA_achieved,Mitigation
AG1,Agrop/Alim,AG1.15,2012,MT,Cerrado,Cerrado,RB.Amazonica,625,482905870,115137,30331,2118512,46,111,1,138,40,67,96622,1207,1%
AG1,Agrop/Alim,AG1.16,2012,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,1443378157,344139,90656,6332111,126,272,626,323,58,281,241914,369,0%
AG1,Agrop/Alim,AG1.17,2012,GO,Cerrado,Cerrado,RB.Parana,13,472277290,112603,29663,2071884,45,109,129,135,1,84,105244,0,0%
AG1,Agrop/Alim,AG1.18,2012,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,476523457,113616,29930,2090512,45,110,44,136,656,198,151535,1428,1%
AG1,Agrop/Alim,AG1.19,2012,MT,Cerrado,Cerrado,RB.Amazonica,625,470889414,112272,29576,2065795,45,109,1,135,40,66,95132,1207,1%
AG1,Agrop/Alim,AG1.20,2012,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,13010078,3102,817,57075,0,3,15,4,576,120,43152,1223,3%
AG1,Agrop/Alim,AG1.21,2012,PR,Cerrado,Cerrado,RB.Parana,852,2349831,560,148,10309,0,1,1,1,54,11,9755,1066,11%
AG1,Agrop/Alim,AG1.22,2012,GO,Cerrado,Cerrado,RB.Parana,4442,479229717,114261,30100,2102384,46,111,131,137,230,131,127414,2567,2%
AG1,Agrop/Alim,AG1.23,2012,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,470889414,112272,29576,2065795,45,109,353,135,20,132,127398,185,0%
AG1,Agrop/Alim,AG1.24,2012,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,2349831,560,148,10309,0,1,1,1,25,5,7170,0,0%
AG1,Agrop/Alim,AG1.25,2012,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,494136131,117815,31036,2167779,46,114,134,141,444,176,145520,1344,1%
AG1,Agrop/Alim,AG1.26,2012,MG,Cerrado,Cerrado,RB.Parana,7623,493566118,117679,31000,2165278,46,113,134,140,339,155,137866,2940,2%
AG1,Agrop/Alim,AG1.27,2012,MT,Cerrado,Cerrado,RB.Paraguai,625,472277290,112603,29663,2071884,45,109,44,135,40,75,100285,1207,1%
AG1,Agrop/Alim,AG1.28,2012,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,1458456770,347734,91604,6398261,124,274,504,326,600,366,271014,2322,1%
AG1,Agrop/Alim,AG1.29,2012,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,13010078,3102,817,57075,0,3,87,4,561,131,44820,326,1%
HP1,Hidro,HP1.01,2013,MG,Cerrado,Cerrado,RB.Parana,44924,412537808,556471,149151,86755,15,377,6,440,752,318,177212,339193,191%
HP1,Hidro,HP1.02,2013,MG,Cerrado,Cerrado,RB.Parana,57600,964206014,1300614,348603,202768,35,586,14,648,795,416,253642,0,0%
HP1,Hidro,HP1.03,2013,MG,Cerrado,Cerrado,RB.Parana,7335,37209293,50191,13453,7825,1,52,1,66,331,90,51932,0,0%
HP1,Hidro,HP1.04,2013,MG,Cerrado,Cerrado,RB.Parana,172,42062678,56738,15208,8846,2,58,1,74,11,29,33522,2323,7%
HP1,Hidro,HP1.05,2013,MG,Cerrado,Cerrado,RB.Parana,3460,342972609,462635,124000,72125,13,335,5,395,189,187,134499,0,0%
HP1,Hidro,HP1.06,2013,MG,Cerrado,Cerrado,RB.Parana,70329,1383215004,1865814,500093,290883,50,670,20,725,826,458,293396,0,0%
HP1,Hidro,HP1.07,2013,MG,Cerrado,Cerrado,RB.Parana,5186,330030247,445177,119320,69404,12,326,5,386,259,198,136031,36278,27%
HP1,Hidro,HP1.08,2013,MG,Cerrado,Cerrado,RB.Parana,20500,307381112,414625,111132,64641,12,311,5,369,580,255,148353,25882,17%
HP1,Hidro,HP1.09,2013,MG,Cerrado,Cerrado,RB.Parana,5023,169868509,229135,61415,35723,6,199,3,244,253,141,97394,0,0%
HP1,Hidro,HP1.10,2013,MG,Cerrado,Cerrado,RB.Parana,3732,197106423,265876,71263,41450,7,250,3,312,633,241,151910,0,0%
HP1,Hidro,HP1.11,2013,MG,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,9022,171057588,230738,61844,35972,7,223,3,280,835,294,160080,0,0%
HP1,Hidro,HP1.12,2013,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,576,82507562,111294,29830,17351,3,108,1,136,251,100,68325,0,0%
HP1,Hidro,HP1.13,2013,MG,Cerrado,Cerrado,RB.Atl.Leste,14295,291203159,392803,105283,61239,11,299,13,357,490,234,140835,227679,162%
HP1,Hidro,HP1.14,2013,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Parana,4265,145601579,196401,52641,30619,6,176,2,217,800,240,116456,0,0%
HP1,Hidro,HP1.15,2013,ES,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,191,44489371,60012,16085,9356,2,61,1,78,152,59,45741,0,0%
HP1,Hidro,HP1.16,2013,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,150,63094018,85107,22811,13268,2,85,1,107,124,64,52389,0,0%
HP1,Hidro,HP1.17,2013,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,3290,266936229,360069,96509,56135,10,281,6,337,756,278,147625,0,0%
HP1,Hidro,HP1.18,2013,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,17,90596538,122205,32755,19052,3,117,2,147,16,57,55520,0,0%
HP1,Hidro,HP1.19,2013,MG,Cerrado,Cerrado,RB.S.Francisco,109000,320323475,432083,115811,67362,12,320,6,379,880,319,164949,0,0%
HP1,Hidro,HP1.20,2013,MG,Cerrado,Cerrado,RB.S.Francisco,3943,84934255,114568,30707,17861,3,111,2,139,210,93,66833,0,0%
HP2,Hidro,HP2.01,2013,RS,Campos.Sulinos,Pampa,RB.Uruguai,15200,61873156,3334,47225,187683,31,4,29,199,922,237,90338,5677,6%
HP2,Hidro,HP2.02,2013,SC/RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Uruguai,14100,396973791,134,302989,1204158,169,0,161,615,892,367,186172,206607,111%
HP2,Hidro,HP2.03,2013,SC/RS,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,7900,312103533,6841,238212,946717,138,7,131,557,881,343,168662,7434,4%
HP2,Hidro,HP2.04,2013,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,5600,295129481,5214,225257,895229,131,6,60,543,766,301,157155,0,0%
HP2,Hidro,HP2.05,2013,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,21000,388760541,3507,296720,1179244,166,4,78,610,924,356,182729,0,0%
HP2,Hidro,HP2.06,2013,MT,Cerrado,Cerrado,RB.Paraguai,1900,48211783,126,36798,146243,24,0,3,162,113,61,47414,665640,1404%
HP2,Hidro,HP2.07,2013,GO,Cerrado,Cerrado,RB.Tocantins,13900,123198763,105,94031,373704,59,0,5,331,483,176,97338,1176,1%
HP2,Hidro,HP2.08,2013,TO,Cerrado,Cerrado,RB.Tocantins,10400,66582087,149,50819,201966,33,0,3,211,412,132,72134,4531,6%
HP2,Hidro,HP2.09,2013,TO/MA,Cerrado,Cerrado,RB.Tocantins,59000,297593456,566,227137,902703,132,1,13,545,799,298,156833,7349,5%
FC1,Flor/Ind,FC1.01,2013,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,7,190759472,52605,13394,328778,243,52,22,64,11,78,77744,0,0%
FC1,Flor/Ind,FC1.02,2013,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,190759472,52605,13394,328778,243,52,22,64,20,80,78501,0,0%
FC1,Flor/Ind,FC1.03,2013,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,62035601,17107,4356,106920,94,18,7,22,20,32,38626,0,0%
FC1,Flor/Ind,FC1.04,2013,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,8,31017800,8554,2178,53460,50,9,13,11,6,18,24596,0,0%
FC1,Flor/Ind,FC1.05,2013,PE,Fl.Cost.PE,Mat.Atlantica,RB.At.NE.Or,9,31017800,8554,2178,53460,50,9,79,11,93,48,37459,0,0%
FC1,Flor/Ind,FC1.06,2013,PB,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,8,28691465,7912,2015,49450,46,8,73,10,60,40,33717,0,0%
FC1,Flor/Ind,FC1.07,2013,SP,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,4,12096942,3336,849,20849,178,3,2,4,6,39,25981,0,0%
FC1,Flor/Ind,FC1.08,2013,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,6,37221360,10264,2613,64152,59,11,7,13,10,20,27215,0,0%
FF1,Flor,FF1.01,2013,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,22980,247069460,200723,51596,1133969,338,69,230,214,947,360,160820,7467,5%
FF1,Flor,FF1.02,2013,SP,Cerrado,Cerrado,RB.Parana,40597,139412234,113260,29113,639857,224,40,44,133,732,235,113836,48733,43%
FF1,Flor,FF1.03,2013,SP,Cerrado,Cerrado,RB.Parana,40158,184721210,150070,38575,847811,276,52,57,169,730,257,128346,49207,38%
FF1,Flor,FF1.04,2013,SP,Cerrado,Cerrado,RB.Parana,25528,214539938,174295,44802,984669,307,60,66,191,632,251,132790,29119,22%
FF1,Flor,FF1.05,2013,MG,Cerrado,Cerrado,RB.Parana,60888,284246056,230926,59359,1304598,370,79,85,238,804,315,158463,345943,218%
FC2,Flor/Ind,FC2.01,2013,BA,Caatinga,Caatinga,RB.Atl.Leste,13,7770098,13540,3857,247782,16,15,50,20,2,21,17705,0,0%
FC2,Flor/Ind,FC2.02,2013,MG,Fl.Int.Bahia,Mat.Atlantica,RB.S.Francisco,7,13899239,24220,6899,443235,28,26,37,35,7,26,23309,0,0%
FC2,Flor/Ind,FC2.03,2013,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,15,12848036,22388,6377,409713,26,24,405,33,112,120,43027,0,0%
FC2,Flor/Ind,FC2.04,2013,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,7,15057509,26238,7474,480171,26,28,112,38,5,42,28950,0,0%
FC2,Flor/Ind,FC2.05,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,85,1169171,2037,580,37284,2,2,6,3,74,18,9561,0,0%
FC2,Flor/Ind,FC2.06,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,19,5314415,9261,2638,169472,11,10,26,14,17,16,14147,0,0%
FC2,Flor/Ind,FC2.07,2013,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,30,69235505,120646,34366,2207861,126,116,136,153,46,116,69030,0,0%
FC2,Flor/Ind,FC2.08,2013,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,7,14966801,26080,7429,477278,30,28,33,38,4,27,23834,0,0%
FF2,Flor,FF2.01,2013,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,275793,1140600216,1987547,566156,36372757,704,684,722,749,996,771,345200,2282031,661%
FF2,Flor,FF2.02,2013,SC,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,25600,99356844,173134,49317,3168404,171,158,455,206,976,394,128243,12663,10%
FF2,Flor,FF2.03,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,130723,507353190,884086,251833,16179055,513,490,720,570,992,657,255232,287988,113%
FF2,Flor,FF2.04,2013,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,8783,47924738,83511,23788,1528279,91,83,98,111,837,244,84934,9670,11%
AG1,Agrop/Alim,AG1.01,2013,GO,Cerrado,Cerrado,RB.Parana,107,445263206,120765,30530,2239804,53,116,138,139,7,91,106926,651,1%
AG1,Agrop/Alim,AG1.02,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,8754103,2374,600,44036,1,3,7,3,333,69,30585,1340,4%
AG1,Agrop/Alim,AG1.03,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,441594594,119770,30278,2221350,53,115,261,138,333,180,142298,1340,1%
AG1,Agrop/Alim,AG1.04,2013,PR,Cerrado,Cerrado,RB.Parana,1704,894404676,242583,61325,4499117,102,209,243,244,103,180,174688,1508,1%
AG1,Agrop/Alim,AG1.05,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,446499311,121101,30614,2246022,53,116,263,139,333,181,143096,1340,1%
AG1,Agrop/Alim,AG1.06,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1065,904214109,245243,61998,4548461,103,211,420,246,500,296,215814,1896,1%
AG1,Agrop/Alim,AG1.07,2013,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,449798682,121995,30840,2262619,54,117,139,140,444,179,142666,1344,1%
AG1,Agrop/Alim,AG1.08,2013,MS,Cerrado,Cerrado,RB.Parana,76,440358489,119435,30193,2215132,53,115,137,137,5,89,105949,241,0%
AG1,Agrop/Alim,AG1.09,2013,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,12,2115989,574,145,10644,0,1,1,1,19,4,6386,0,0%
AG1,Agrop/Alim,AG1.10,2013,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,445263206,120765,30530,2239804,53,116,138,139,444,178,141981,1344,1%
AG1,Agrop/Alim,AG1.11,2013,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,445263206,120765,30530,2239804,53,116,372,139,20,140,128343,185,0%
AG1,Agrop/Alim,AG1.12,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,4182016,1134,287,21037,1,1,3,2,333,68,24471,1340,5%
AG1,Agrop/Alim,AG1.13,2013,GO,Cerrado,Cerrado,RB.Parana,33,441594594,119770,30278,2221350,53,115,137,138,2,89,105855,103,0%
AG1,Agrop/Alim,AG1.14,2013,RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Atl.Sul,44,898890444,243799,61633,4521682,102,210,544,245,25,225,192136,267,0%
AG1,Agrop/Alim,AG1.15,2013,MT,Cerrado,Cerrado,RB.Amazonica,625,450681327,122235,30901,2267059,54,117,1,140,40,71,96628,1207,1%
AG1,Agrop/Alim,AG1.16,2013,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,1347337776,365428,92380,6777503,146,284,641,327,58,291,240781,369,0%
AG1,Agrop/Alim,AG1.17,2013,GO,Cerrado,Cerrado,RB.Parana,13,441594594,119770,30278,2221350,53,115,137,138,1,89,105720,0,0%
AG1,Agrop/Alim,AG1.18,2013,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,445263206,120765,30530,2239804,53,116,47,139,656,202,149806,1428,1%
AG1,Agrop/Alim,AG1.19,2013,MT,Cerrado,Cerrado,RB.Amazonica,625,440358489,119435,30193,2215132,53,115,1,137,40,69,95252,1207,1%
AG1,Agrop/Alim,AG1.20,2013,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,11556182,3134,792,58131,1,3,15,4,576,120,41733,1223,3%
AG1,Agrop/Alim,AG1.21,2013,PR,Cerrado,Cerrado,RB.Parana,852,2115989,574,145,10644,0,1,1,1,54,11,9466,1066,11%
AG1,Agrop/Alim,AG1.22,2013,GO,Cerrado,Cerrado,RB.Parana,4442,447559969,121388,30687,2251357,54,117,139,139,230,136,126851,2567,2%
AG1,Agrop/Alim,AG1.23,2013,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,440358489,119435,30193,2215132,53,115,369,137,20,139,127501,185,0%
AG1,Agrop/Alim,AG1.24,2013,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,2115989,574,145,10644,0,1,1,1,25,5,6960,0,0%
AG1,Agrop/Alim,AG1.25,2013,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,460668774,124944,31586,2317299,55,120,142,143,444,181,144297,1344,1%
AG1,Agrop/Alim,AG1.26,2013,MG,Cerrado,Cerrado,RB.Parana,7623,460121520,124795,31548,2314546,55,119,142,143,339,160,136924,2940,2%
AG1,Agrop/Alim,AG1.27,2013,MT,Cerrado,Cerrado,RB.Paraguai,625,441594594,119770,30278,2221350,53,115,47,138,40,79,100488,1207,1%
AG1,Agrop/Alim,AG1.28,2013,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,1360944205,369119,93313,6845947,147,286,521,330,600,377,268985,2322,1%
AG1,Agrop/Alim,AG1.29,2013,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,11556182,3134,792,58131,1,3,88,4,561,132,43376,326,1%
HP1,Hidro,HP1.01,2014,MG,Cerrado,Cerrado,RB.Parana,44924,486023519,846045,554029,94095,4,479,7,745,752,397,204049,339193,166%
HP1,Hidro,HP1.02,2014,MG,Cerrado,Cerrado,RB.Parana,57600,1135960852,1977424,1294908,219925,10,683,15,872,795,475,281358,0,0%
HP1,Hidro,HP1.03,2014,MG,Cerrado,Cerrado,RB.Parana,7335,43837415,76310,49971,8487,0,77,1,208,331,123,62135,0,0%
HP1,Hidro,HP1.04,2014,MG,Cerrado,Cerrado,RB.Parana,172,49555339,86263,56489,9594,0,86,1,229,11,66,49372,2323,5%
HP1,Hidro,HP1.06,2014,MG,Cerrado,Cerrado,RB.Parana,70329,1629608270,2836741,1857628,315497,14,755,22,907,826,505,320499,0,0%
HP1,Hidro,HP1.07,2014,MG,Cerrado,Cerrado,RB.Parana,5186,388818815,676836,443223,75276,3,424,5,700,259,278,164711,36278,22%
HP1,Hidro,HP1.08,2014,MG,Cerrado,Cerrado,RB.Parana,20500,362135171,630387,412806,70110,3,407,5,685,580,336,174616,25882,15%
HP1,Hidro,HP1.09,2014,MG,Cerrado,Cerrado,RB.Parana,5023,200127331,348372,228130,38745,2,275,3,546,253,216,122027,0,0%
HP1,Hidro,HP1.10,2014,MG,Cerrado,Cerrado,RB.Parana,3732,312118628,404232,264710,44958,2,355,3,802,633,359,190114,0,0%
HP1,Hidro,HP1.11,2014,MG,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,9022,201528222,350810,229726,39016,2,320,3,754,957,407,193878,0,0%
HP1,Hidro,HP1.12,2014,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,576,97204704,169209,110806,18819,1,155,1,369,251,156,86288,0,0%
HP1,Hidro,HP1.13,2014,MG,Cerrado,Cerrado,RB.Atl.Leste,14295,343075425,597209,391080,66420,3,394,14,673,490,315,167284,227679,136%
HP1,Hidro,HP1.14,2014,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Parana,4265,171537713,298604,195540,33210,2,245,2,507,800,311,136180,0,0%
HP1,Hidro,HP1.15,2014,ES,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,191,52414301,91240,59748,10148,0,90,1,239,152,97,59087,0,0%
HP1,Hidro,HP1.16,2014,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,150,74333009,129395,84734,14391,1,123,2,309,124,112,69435,0,0%
HP1,Hidro,HP1.17,2014,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,3290,314485806,547441,358490,60885,3,373,7,654,756,358,172232,0,0%
HP1,Hidro,HP1.18,2014,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,17,106734577,185798,121669,20664,1,168,2,391,16,116,78254,0,0%
HP1,Hidro,HP1.19,2014,MG,Cerrado,Cerrado,RB.S.Francisco,109000,377382968,656929,430187,73062,3,417,6,694,880,400,190161,0,0%
HP1,Hidro,HP1.20,2014,MG,Cerrado,Cerrado,RB.S.Francisco,3943,100063666,174186,114065,19373,1,159,2,375,210,149,85559,0,0%
HP2,Hidro,HP2.01,2014,RS,Campos.Sulinos,Pampa,RB.Uruguai,15200,62966429,661,52460,159229,40,1,25,217,922,241,91412,5677,6%
HP2,Hidro,HP2.02,2014,SC/RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Uruguai,14100,403988151,1312,336582,1021600,210,1,140,639,892,377,189067,206607,109%
HP2,Hidro,HP2.03,2014,SC/RS,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,7900,317618270,5038,264623,803189,173,5,113,582,881,351,171221,7434,4%
HP2,Hidro,HP2.04,2014,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,5600,300344294,5929,250232,759507,165,6,51,569,766,311,160212,0,0%
HP2,Hidro,HP2.05,2014,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,21000,395629775,3173,329619,1000463,207,3,67,635,924,367,185966,0,0%
HP2,Hidro,HP2.06,2014,MT,Cerrado,Cerrado,RB.Paraguai,1900,49063664,91,40877,124072,31,0,3,177,113,65,49043,665640,1357%
HP2,Hidro,HP2.07,2014,GO,Cerrado,Cerrado,RB.Tocantins,13900,125375633,551,104457,317048,76,1,5,355,483,184,99687,1176,1%
HP2,Hidro,HP2.08,2014,TO,Cerrado,Cerrado,RB.Tocantins,10400,67758564,98,56453,171347,43,0,2,229,412,137,73745,4531,6%
HP2,Hidro,HP2.09,2014,TO/MA,Cerrado,Cerrado,RB.Tocantins,59000,302851807,515,252321,765848,166,0,2,229,412,162,79054,7349,9%
FC1,Flor/Ind,FC1.01,2014,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,7,168800606,54469,13615,311063,446,56,22,67,11,120,90921,0,0%
FC1,Flor/Ind,FC1.02,2014,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,168800606,54469,13615,311063,446,56,22,67,20,122,91498,0,0%
FC1,Flor/Ind,FC1.03,2014,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,39798517,12842,3210,73340,160,14,5,17,20,43,38826,0,0%
FC1,Flor/Ind,FC1.04,2014,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,8,27447253,8857,2214,50579,116,10,13,12,6,31,30454,0,0%
FC1,Flor/Ind,FC1.05,2014,PE,Fl.Cost.PE,Mat.Atlantica,RB.At.NE.Or,9,27447253,8857,2214,50579,136,10,78,12,93,66,41591,0,0%
FC1,Flor/Ind,FC1.06,2014,PB,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,8,29643033,9565,2391,54626,124,10,83,12,60,58,40435,0,0%
FC1,Flor/Ind,FC1.07,2014,SP,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,4,10704429,3454,863,19726,49,4,2,5,6,13,16031,0,0%
FC1,Flor/Ind,FC1.08,2014,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,6,32936704,10628,2657,60695,136,11,7,14,10,36,33926,0,0%
FF1,Flor,FF1.01,2014,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,26749,229716589,199349,50201,1050345,338,75,217,209,954,359,157270,7514,5%
FF1,Flor,FF1.02,2014,SP,Cerrado,Cerrado,RB.Parana,40510,129620646,112485,28327,592671,224,44,41,130,732,234,111327,48754,44%
FF1,Flor,FF1.03,2014,SP,Cerrado,Cerrado,RB.Parana,40072,171747355,149043,37533,785289,276,57,53,165,730,256,125505,49227,39%
FF1,Flor,FF1.04,2014,SP,Cerrado,Cerrado,RB.Parana,25442,199471771,173103,43592,912055,307,65,61,187,631,250,129816,29139,22%
FF1,Flor,FF1.05,2014,MG,Cerrado,Cerrado,RB.Parana,82687,264282094,229345,57755,1208391,370,85,79,233,848,323,156770,348724,222%
FC2,Flor/Ind,FC2.01,2014,BA,Caatinga,Caatinga,RB.Atl.Leste,13,17682284,33399,2599,206259,1,35,42,14,2,19,21646,0,0%
FC2,Flor/Ind,FC2.02,2014,MG,Fl.Int.Bahia,Mat.Atlantica,RB.S.Francisco,7,31630268,59745,4364,346366,2,61,29,22,7,24,28493,0,0%
FC2,Flor/Ind,FC2.03,2014,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,15,14619031,27613,7752,615317,3,29,506,39,112,138,47364,0,0%
FC2,Flor/Ind,FC2.04,2014,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,7,34266123,64724,4429,351526,2,66,85,23,5,36,34525,0,0%
FC2,Flor/Ind,FC2.05,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,85,2660664,5026,12954,1028254,5,5,141,64,74,58,20054,0,0%
FC2,Flor/Ind,FC2.06,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,19,12093926,22844,2345,186100,1,24,29,12,17,17,18458,0,0%
FC2,Flor/Ind,FC2.07,2014,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,30,7417396,14010,11404,905204,114,15,61,57,46,59,27136,0,0%
FC2,Flor/Ind,FC2.08,2014,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,7,34059701,64334,7771,616800,5,15,61,57,46,37,22309,0,0%
FF2,Flor,FF2.01,2014,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,275592,1003706931,1895865,436428,34641641,152,673,712,697,996,646,308880,2285830,740%
FF2,Flor,FF2.02,2014,SC,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,25600,93235281,176109,47971,3807706,19,161,501,202,976,372,122941,12663,10%
FF2,Flor,FF2.03,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,133998,488020446,921804,205777,16333673,78,501,722,520,992,563,236430,1080368,457%
FF2,Flor,FF2.04,2014,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,8713,31734522,59942,14609,1159594,6,61,77,71,836,210,70772,9685,14%
AG1,Agrop/Alim,AG1.01,2014,GO,Cerrado,Cerrado,RB.Parana,107,373070101,135328,29111,2036958,57,128,127,133,7,90,101485,651,1%
AG1,Agrop/Alim,AG1.02,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,7601062,2757,593,41502,1,3,7,3,333,69,29360,1340,5%
AG1,Agrop/Alim,AG1.03,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,369969384,134204,28869,2020029,56,127,243,132,333,178,134669,1340,1%
AG1,Agrop/Alim,AG1.04,2014,PR,Cerrado,Cerrado,RB.Parana,1704,749924978,272030,58518,4094582,108,228,226,236,103,180,165991,1508,1%
AG1,Agrop/Alim,AG1.05,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,374133327,135714,29194,2042764,57,129,245,133,333,179,135437,1340,1%
AG1,Agrop/Alim,AG1.06,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1065,758252864,275051,59168,4140052,109,230,397,238,500,295,204747,1896,1%
AG1,Agrop/Alim,AG1.07,2014,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,376740877,136660,29398,2057001,57,129,128,134,444,179,135448,1344,1%
AG1,Agrop/Alim,AG1.08,2014,MS,Cerrado,Cerrado,RB.Parana,76,368906158,133818,28786,2014223,56,127,126,132,5,89,100549,241,0%
AG1,Agrop/Alim,AG1.09,2014,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,12,1903517,690,149,10393,0,1,1,1,19,4,6208,0,0%
AG1,Agrop/Alim,AG1.10,2014,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,373070101,135328,29111,2036958,57,128,127,133,444,178,134818,1344,1%
AG1,Agrop/Alim,AG1.11,2014,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,373070101,135328,29111,2036958,57,128,350,133,20,138,121046,185,0%
AG1,Agrop/Alim,AG1.12,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,3677203,1334,287,20077,1,1,3,2,333,68,23578,1340,6%
