Company,Sector,Unit,Year,UF,Ecoregion,Biome,River_Basin,Area_ha,FB_dolar,GEE_tCO2e_ano,Energ_tep-year,Water_m3,IIr,IIg,IIa,IIe,IIoa,IIB,BCA_min,BCA_achieved,Mitigation
AG1,Agrop/Alim,AG1.13,2014,GO,Cerrado,Cerrado,RB.Parana,33,369969384,134204,28869,2020029,56,127,126,132,2,89,100464,103,0%
AG1,Agrop/Alim,AG1.14,2014,RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Atl.Sul,44,753494608,273325,58797,4114072,108,229,521,237,25,224,182103,267,0%
AG1,Agrop/Alim,AG1.15,2014,MT,Cerrado,Cerrado,RB.Amazonica,625,377810530,137048,29481,2062841,57,130,1,134,40,73,92896,1207,1%
AG1,Agrop/Alim,AG1.16,2014,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,1129521662,409726,88139,6167175,154,308,619,317,58,291,228757,369,0%
AG1,Agrop/Alim,AG1.17,2014,GO,Cerrado,Cerrado,RB.Parana,13,369969384,134204,28869,2020029,56,127,126,132,1,88,100335,0,0%
AG1,Agrop/Alim,AG1.18,2014,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,373070101,135328,29111,2036958,57,128,43,133,656,203,142658,1428,1%
AG1,Agrop/Alim,AG1.19,2014,MT,Cerrado,Cerrado,RB.Amazonica,625,368906158,133818,28786,2014223,56,127,1,132,40,71,91538,1207,1%
AG1,Agrop/Alim,AG1.20,2014,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,9738236,3532,760,53171,2,4,14,4,576,120,39687,1223,3%
AG1,Agrop/Alim,AG1.21,2014,PR,Cerrado,Cerrado,RB.Parana,852,1903517,690,149,10393,0,1,1,1,54,11,9190,1066,12%
AG1,Agrop/Alim,AG1.22,2014,GO,Cerrado,Cerrado,RB.Parana,4442,375310020,136141,29286,2049188,57,129,128,134,230,135,120485,2567,2%
AG1,Agrop/Alim,AG1.23,2014,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,368906158,133818,28786,2014223,56,127,347,132,20,136,120233,185,0%
AG1,Agrop/Alim,AG1.24,2014,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,1903517,690,149,10393,0,1,1,1,25,5,6764,0,0%
AG1,Agrop/Alim,AG1.25,2014,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,386245457,140108,30139,2108896,58,132,131,137,444,181,137062,1344,1%
AG1,Agrop/Alim,AG1.26,2014,MG,Cerrado,Cerrado,RB.Parana,7623,385645249,139890,30093,2105619,58,132,131,137,339,159,130030,2940,2%
AG1,Agrop/Alim,AG1.27,2014,MT,Cerrado,Cerrado,RB.Paraguai,625,369969384,134204,28869,2020029,56,127,43,132,40,80,96047,1207,1%
AG1,Agrop/Alim,AG1.28,2014,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,1140533991,413720,88998,6227302,155,310,498,319,600,376,255435,2322,1%
AG1,Agrop/Alim,AG1.29,2014,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,9738236,3532,760,53171,2,4,81,4,561,130,41102,326,1%
HP1,Hidro,HP1.01,2015,MG,Cerrado,Cerrado,RB.Parana,44924,360229924,700420,151265,46108,4,432,3,444,752,327,172344,339193,197%
HP1,Hidro,HP1.02,2015,MG,Cerrado,Cerrado,RB.Parana,57600,841949156,1637059,353546,107767,8,640,8,651,795,420,245033,0,0%
HP1,Hidro,HP1.03,2015,MG,Cerrado,Cerrado,RB.Parana,7335,32491326,63175,13644,4159,0,64,0,67,331,93,50486,0,0%
HP1,Hidro,HP1.04,2015,MG,Cerrado,Cerrado,RB.Parana,172,36729326,71415,15423,4701,0,72,0,75,11,32,33439,2323,7%
HP1,Hidro,HP1.06,2015,MG,Cerrado,Cerrado,RB.Parana,70329,1207829745,2348466,507184,154599,12,719,11,728,826,459,282278,0,0%
HP1,Hidro,HP1.07,2015,MG,Cerrado,Cerrado,RB.Parana,5186,288183939,560336,121012,36887,3,379,3,389,259,206,133194,36278,27%
HP1,Hidro,HP1.08,2015,MG,Cerrado,Cerrado,RB.Parana,20500,268406610,521881,112708,34355,3,362,2,373,580,264,144654,25882,18%
HP1,Hidro,HP1.09,2015,MG,Cerrado,Cerrado,RB.Parana,5023,148329969,288408,62286,18986,1,239,1,247,253,148,95601,0,0%
HP1,Hidro,HP1.10,2015,MG,Cerrado,Cerrado,RB.Parana,3732,172114240,334654,72273,22030,2,304,2,316,633,251,148834,0,0%
HP1,Hidro,HP1.11,2015,MG,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,9022,149368278,290426,67722,19118,1,273,1,284,957,303,156098,0,0%
HP1,Hidro,HP1.12,2015,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,576,72045985,140084,30253,9222,1,132,1,137,251,105,66938,0,0%
HP1,Hidro,HP1.13,2015,MG,Cerrado,Cerrado,RB.Atl.Leste,14295,254279946,494414,106776,32547,2,350,7,360,490,242,137287,227679,166%
HP1,Hidro,HP1.14,2015,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Parana,4265,127139973,247207,53388,16274,1,212,1,220,800,247,113247,0,0%
HP1,Hidro,HP1.15,2015,ES,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,191,38848325,75535,16313,4972,0,76,1,79,152,62,44837,0,0%
HP1,Hidro,HP1.16,2015,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,150,55093988,107123,23135,7052,1,104,1,109,124,68,51571,0,0%
HP1,Hidro,HP1.17,2015,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,3290,233089951,453213,97878,29835,2,330,3,340,756,286,143689,0,0%
HP1,Hidro,HP1.18,2015,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,17,79109317,153818,33219,10126,1,143,1,149,16,62,55230,0,0%
HP1,Hidro,HP1.19,2015,MG,Cerrado,Cerrado,RB.S.Francisco,109000,279707941,543855,117453,35802,3,372,3,382,880,328,160381,0,0%
HP1,Hidro,HP1.20,2015,MG,Cerrado,Cerrado,RB.S.Francisco,3943,74164984,144204,31143,9493,1,136,1,141,210,98,65588,0,0%
HP2,Hidro,HP2.01,2015,RS,Campos.Sulinos,Pampa,RB.Uruguai,15200,43006971,1898,51607,197962,41,2,31,214,922,242,82001,5677,7%
HP2,Hidro,HP2.02,2015,SC/RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Uruguai,14100,275929680,111,331109,1270111,215,0,168,636,892,382,170331,206607,121%
HP2,Hidro,HP2.03,2015,SC/RS,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,7900,216937817,4928,260321,998570,177,5,137,578,881,356,154170,7434,5%
HP2,Hidro,HP2.04,2015,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,5600,205139445,5422,246163,944262,169,6,63,565,766,314,143874,0,0%
HP2,Hidro,HP2.05,2015,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,21000,270220790,2984,324259,1243833,211,3,82,631,924,370,167096,0,0%
HP2,Hidro,HP2.06,2015,MT,Cerrado,Cerrado,RB.Paraguai,1900,33511184,105,40213,154253,32,0,3,175,113,65,43864,665640,1518%
HP2,Hidro,HP2.07,2015,GO,Cerrado,Cerrado,RB.Tocantins,13900,85633349,95,102758,394173,78,0,6,351,483,184,89208,1176,1%
HP2,Hidro,HP2.08,2015,TO,Cerrado,Cerrado,RB.Tocantins,10400,46280068,127,55535,213028,44,0,3,226,412,137,65983,4531,7%
HP2,Hidro,HP2.09,2015,TO/MA,Cerrado,Cerrado,RB.Tocantins,59000,206852111,493,248218,952146,170,1,14,567,799,310,143507,7349,5%
FC1,Flor/Ind,FC1.01,2015,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,7,116765174,52140,12716,290448,189,54,20,63,11,67,63990,0,0%
FC1,Flor/Ind,FC1.02,2015,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,116765174,52140,12716,290448,189,54,20,63,20,69,64714,0,0%
FC1,Flor/Ind,FC1.03,2015,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,27530000,12293,2998,68480,52,13,5,16,20,21,25857,0,0%
FC1,Flor/Ind,FC1.04,2015,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,8,18986207,8478,2068,47227,36,9,3,11,1,12,18353,0,0%
FC1,Flor/Ind,FC1.05,2015,PE,Fl.Cost.PE,Mat.Atlantica,RB.At.NE.Or,9,18986207,8478,2068,47227,36,9,73,11,93,44,31750,0,0%
FC1,Flor/Ind,FC1.06,2015,PB,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,8,20505104,9156,2233,51006,39,10,78,12,60,40,31023,0,0%
FC1,Flor/Ind,FC1.07,2015,SP,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,4,7404621,3306,806,18419,15,4,2,4,6,6,10443,0,0%
FC1,Flor/Ind,FC1.08,2015,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,6,22783449,10174,2481,56673,43,11,6,13,10,17,22194,0,0%
FF1,Flor,FF1.01,2015,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,23509,153644065,215451,49836,980736,242,69,206,208,948,335,135939,7523,6%
FF1,Flor,FF1.02,2015,SP,Cerrado,Cerrado,RB.Parana,29673,86695711,121571,28120,553393,152,40,38,129,666,205,93786,48745,52%
FF1,Flor,FF1.03,2015,SP,Cerrado,Cerrado,RB.Parana,29235,114871817,161082,37260,733246,192,53,50,164,663,224,105652,49218,47%
FF1,Flor,FF1.04,2015,SP,Cerrado,Cerrado,RB.Parana,14605,133415066,187085,43274,851611,217,61,57,186,496,203,105841,29130,28%
FF1,Flor,FF1.05,2015,MG,Cerrado,Cerrado,RB.Parana,52464,176762921,247870,57334,1128307,268,79,75,232,779,287,132674,348784,263%
FC2,Flor/Ind,FC2.01,2015,BA,Caatinga,Caatinga,RB.Atl.Leste,13,2509678,5944,1550,106777,0,6,22,8,2,8,8527,0,0%
FC2,Flor/Ind,FC2.02,2015,MG,Fl.Int.Bahia,Mat.Atlantica,RB.S.Francisco,7,2873102,6805,1775,122240,1,7,10,9,7,7,8364,0,0%
FC2,Flor/Ind,FC2.03,2015,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,15,26518011,62806,16380,1128240,5,64,653,79,112,183,63329,0,0%
FC2,Flor/Ind,FC2.04,2015,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,7,2094536,4961,1294,89115,0,5,23,7,5,8,8208,0,0%
FC2,Flor/Ind,FC2.05,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,85,26347464,62402,16275,1120984,5,64,151,79,74,75,43379,0,0%
FC2,Flor/Ind,FC2.06,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,19,4265568,10103,2635,181484,1,11,28,14,17,14,12725,0,0%
FC2,Flor/Ind,FC2.07,2015,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,30,6380489,15112,3941,271466,1,16,19,20,46,21,16763,0,0%
FC2,Flor/Ind,FC2.08,2015,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,7,16994464,40250,10497,723050,3,42,49,52,4,30,26104,0,0%
FF2,Flor,FF2.01,2015,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,274819,791211583,1873920,488727,33663039,128,671,706,720,996,644,287938,2282407,793%
FF2,Flor,FF2.02,2015,SC,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,25600,73703073,174560,45526,3135785,14,160,453,193,976,359,113169,12663,11%
FF2,Flor,FF2.03,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,133682,384874252,911543,237735,16374933,67,498,723,556,992,567,221425,1444751,652%
FF2,Flor,FF2.04,2015,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,8713,22723883,53820,14036,966815,4,55,65,69,836,206,63665,103976,163%
AG1,Agrop/Alim,AG1.01,2015,GO,Cerrado,Cerrado,RB.Parana,107,283497368,129776,27953,2004667,57,124,125,128,7,88,92828,651,1%
AG1,Agrop/Alim,AG1.02,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,5570374,2550,549,39389,1,3,6,3,333,69,26804,1340,5%
AG1,Agrop/Alim,AG1.03,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,281185071,128718,27725,1988316,57,123,240,127,333,176,123688,1340,1%
AG1,Agrop/Alim,AG1.04,2015,PR,Cerrado,Cerrado,RB.Parana,1704,567644426,259850,55970,4013929,108,220,223,228,103,176,151784,1508,1%
AG1,Agrop/Alim,AG1.05,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,284261354,130126,28028,2010070,57,124,242,129,333,177,124373,1340,1%
AG1,Agrop/Alim,AG1.06,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1065,573796992,262667,56577,4057435,109,222,392,230,500,291,187765,1896,1%
AG1,Agrop/Alim,AG1.07,2015,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,280421084,128368,27650,1982914,58,122,124,127,444,175,123309,1344,1%
AG1,Agrop/Alim,AG1.08,2015,MS,Cerrado,Cerrado,RB.Parana,76,280421084,128368,27650,1982914,56,122,124,127,5,87,91953,241,0%
AG1,Agrop/Alim,AG1.09,2015,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,12,1425569,653,141,10080,0,1,1,1,19,4,5697,0,0%
AG1,Agrop/Alim,AG1.10,2015,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,283497368,129776,27953,2004667,57,124,125,128,444,176,123880,1344,1%
AG1,Agrop/Alim,AG1.11,2015,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,283497368,129776,27953,2004667,57,124,346,128,20,135,110933,185,0%
AG1,Agrop/Alim,AG1.12,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,2637142,1207,260,18648,1,1,3,1,333,68,21398,1340,6%
AG1,Agrop/Alim,AG1.13,2015,GO,Cerrado,Cerrado,RB.Parana,33,281185071,128718,27725,1988316,57,123,124,127,2,87,91861,103,0%
AG1,Agrop/Alim,AG1.14,2015,RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Atl.Sul,44,572269020,261967,56426,4046630,2,222,516,229,25,199,159956,267,0%
AG1,Agrop/Alim,AG1.15,2015,MT,Cerrado,Cerrado,RB.Amazonica,625,286898496,131333,28288,2028717,58,125,1,130,40,71,84869,1207,1%
AG1,Agrop/Alim,AG1.16,2015,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,857974376,392754,84597,6066910,155,299,616,308,58,287,209973,369,0%
AG1,Agrop/Alim,AG1.17,2015,GO,Cerrado,Cerrado,RB.Parana,13,281185071,128718,27725,1988316,57,123,124,127,1,86,91740,0,0%
AG1,Agrop/Alim,AG1.18,2015,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,283497368,129776,27953,2004667,57,124,43,128,656,202,131227,1428,1%
AG1,Agrop/Alim,AG1.19,2015,MT,Cerrado,Cerrado,RB.Amazonica,625,280421084,128368,27650,1982914,56,122,1,127,40,70,83674,1207,1%
AG1,Agrop/Alim,AG1.20,2015,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,1425569,653,141,10080,2,1,3,1,576,116,22450,1223,5%
AG1,Agrop/Alim,AG1.21,2015,PR,Cerrado,Cerrado,RB.Parana,852,1425569,653,141,10080,0,1,1,1,54,11,8444,1066,13%
AG1,Agrop/Alim,AG1.22,2015,GO,Cerrado,Cerrado,RB.Parana,4442,285104731,130512,28112,2016033,57,124,126,129,230,133,110514,2567,2%
AG1,Agrop/Alim,AG1.23,2015,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,280421084,128368,27650,1982914,56,122,344,127,20,134,110206,185,0%
AG1,Agrop/Alim,AG1.24,2015,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,1425569,653,141,10080,0,1,1,1,25,5,6211,0,0%
AG1,Agrop/Alim,AG1.25,2015,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,287417028,131571,28340,2032384,59,125,127,130,444,177,124755,1344,1%
AG1,Agrop/Alim,AG1.26,2015,MG,Cerrado,Cerrado,RB.Parana,7623,286898496,131333,28288,2028717,59,125,127,130,339,156,118217,2940,2%
AG1,Agrop/Alim,AG1.27,2015,MT,Cerrado,Cerrado,RB.Paraguai,625,281185071,128718,27725,1988316,57,123,42,127,40,78,87825,1207,1%
AG1,Agrop/Alim,AG1.28,2015,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,848745526,388530,83687,6001651,156,297,488,306,600,369,232640,2322,1%
AG1,Agrop/Alim,AG1.29,2015,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,1425569,653,141,10080,57,1,17,1,561,127,23297,326,1%
HP1,Hidro,HP1.01,2016,MG,Cerrado,Cerrado,RB.Parana,44924,380549662,438157,21144,25442,17,323,2,100,752,239,153440,339193,221%
HP1,Hidro,HP1.02,2016,MG,Cerrado,Cerrado,RB.Parana,57600,889441564,1024085,49420,59465,39,527,4,207,795,314,220336,0,0%
HP1,Hidro,HP1.03,2016,MG,Cerrado,Cerrado,RB.Parana,7335,34324087,39520,1907,2295,2,41,0,10,331,77,47410,0,0%
HP1,Hidro,HP1.04,2016,MG,Cerrado,Cerrado,RB.Parana,172,38801142,44675,2156,2594,2,46,0,11,11,14,24185,2323,10%
HP1,Hidro,HP1.07,2016,MG,Cerrado,Cerrado,RB.Parana,5186,304439730,350526,16916,20354,14,276,1,82,259,126,110105,36278,33%
HP1,Hidro,HP1.08,2016,MG,Cerrado,Cerrado,RB.Parana,20500,283546807,326470,15755,18957,13,262,1,77,580,187,127033,25882,20%
HP1,Hidro,HP1.09,2016,MG,Cerrado,Cerrado,RB.Parana,5023,156696920,180418,8707,10476,7,164,1,44,253,94,80096,0,0%
HP1,Hidro,HP1.10,2016,MG,Cerrado,Cerrado,RB.Parana,3732,181822808,209347,10102,12156,8,203,1,52,633,179,128526,0,0%
HP1,Hidro,HP1.11,2016,MG,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,9022,157793798,181680,8768,10550,7,180,1,45,957,238,141973,0,0%
HP1,Hidro,HP1.12,2016,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,576,76109932,87631,4229,5088,3,87,0,22,251,73,58433,0,0%
HP1,Hidro,HP1.13,2016,MG,Cerrado,Cerrado,RB.Atl.Leste,14295,268623291,309288,14925,17959,12,252,4,73,490,166,119136,227679,191%
HP1,Hidro,HP1.14,2016,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Parana,4265,134311646,154644,7463,8980,6,144,1,38,800,198,104837,0,0%
HP1,Hidro,HP1.15,2016,ES,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,191,41039669,47252,2280,2744,2,49,0,12,152,43,39172,0,0%
HP1,Hidro,HP1.16,2016,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,150,58201713,67012,3234,3891,3,68,0,17,124,42,43024,0,0%
HP1,Hidro,HP1.17,2016,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,3290,246238017,283514,13682,16463,11,236,2,67,756,214,129262,0,0%
HP1,Hidro,HP1.18,2016,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,17,83571691,96223,4643,5587,4,95,1,24,16,28,40038,0,0%
HP1,Hidro,HP1.19,2016,MG,Cerrado,Cerrado,RB.S.Francisco,109000,295485620,340216,16418,19755,13,270,2,80,880,249,145135,0,0%
HP1,Hidro,HP1.20,2016,MG,Cerrado,Cerrado,RB.S.Francisco,3943,78348460,90209,4353,5238,4,89,0,22,210,65,56226,0,0%
HP2,Hidro,HP2.01,2016,RS,Campos.Sulinos,Pampa,RB.Uruguai,15200,51241510,1242,38442,189972,62,1,29,168,922,237,85498,5677,7%
HP2,Hidro,HP2.02,2016,SC/RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Uruguai,14100,328761897,1737,246639,1218849,299,2,162,565,892,384,179599,206607,115%
HP2,Hidro,HP2.03,2016,SC/RS,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,7900,258474871,3782,193909,958267,251,4,132,505,881,355,162024,7434,5%
HP2,Hidro,HP2.04,2016,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,5600,244417466,2677,183363,906151,241,3,61,491,766,312,151099,0,0%
HP2,Hidro,HP2.05,2016,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,21000,321959927,550,241536,1193631,295,1,79,560,924,372,176084,0,0%
HP2,Hidro,HP2.06,2016,MT,Cerrado,Cerrado,RB.Paraguai,1900,39927566,77,29954,148027,49,0,3,136,113,61,44834,665640,1485%
HP2,Hidro,HP2.07,2016,GO,Cerrado,Cerrado,RB.Tocantins,13900,102029554,77,76543,378263,117,0,5,287,483,179,92760,1176,1%
HP2,Hidro,HP2.08,2016,TO,Cerrado,Cerrado,RB.Tocantins,10400,55141306,199,41367,204430,67,0,3,179,412,132,68368,4531,7%
HP2,Hidro,HP2.09,2016,TO/MA,Cerrado,Cerrado,RB.Tocantins,59000,246458057,469,184894,913716,243,1,13,493,799,310,150923,7349,5%
FC1,Flor/Ind,FC1.01,2016,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,7,134760783,126718,12943,295831,86,121,21,64,11,60,63791,0,0%
FC1,Flor/Ind,FC1.02,2016,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,134760783,126718,12943,295831,86,121,21,64,20,62,64594,0,0%
FC1,Flor/Ind,FC1.03,2016,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,31772868,29877,3052,69749,22,31,5,16,20,19,25658,0,0%
FC1,Flor/Ind,FC1.04,2016,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,8,21912323,20605,2105,48103,15,22,13,11,6,13,19918,0,0%
FC1,Flor/Ind,FC1.05,2016,PE,Fl.Cost.PE,Mat.Atlantica,RB.At.NE.Or,9,21912323,20605,2105,48103,15,22,74,11,93,43,32645,0,0%
FC1,Flor/Ind,FC1.06,2016,PB,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,8,23665308,22253,2273,51951,16,24,80,12,82,43,33285,0,0%
FC1,Flor/Ind,FC1.07,2016,SP,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,4,8545806,8036,821,18760,6,9,2,4,6,5,10349,0,0%
FC1,Flor/Ind,FC1.08,2016,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,6,26294787,24726,2525,57723,18,26,6,13,10,15,21951,0,0%
FF1,Flor,FF1.01,2016,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,25216,183858528,1140784,48871,998910,109,554,209,205,952,406,155266,7083,5%
FF1,Flor,FF1.02,2016,SP,Cerrado,Cerrado,RB.Parana,29646,103744624,643703,27576,563649,65,412,39,127,666,262,109408,48753,45%
FF1,Flor,FF1.03,2016,SP,Cerrado,Cerrado,RB.Parana,29207,137461627,852906,36539,746834,84,481,51,161,663,288,123599,49226,40%
FF1,Flor,FF1.04,2016,SP,Cerrado,Cerrado,RB.Parana,14578,159651449,990587,42437,867392,96,519,58,183,495,270,125672,29138,23%
FF1,Flor,FF1.05,2016,MG,Cerrado,Cerrado,RB.Parana,54949,211523761,1312438,56225,1149217,124,588,76,229,787,361,153926,348851,227%
FC2,Flor/Ind,FC2.01,2016,BA,Caatinga,Caatinga,RB.Atl.Leste,13,2229182,5591,1532,94946,3,6,20,8,2,8,8220,0,0%
FC2,Flor/Ind,FC2.02,2016,MG,Fl.Int.Bahia,Mat.Atlantica,RB.S.Francisco,7,2790942,7000,1918,118873,3,8,10,10,7,8,8619,0,0%
FC2,Flor/Ind,FC2.03,2016,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,15,23527122,59009,16168,1002078,3,60,625,79,112,176,60211,0,0%
FC2,Flor/Ind,FC2.04,2016,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,7,1891371,4744,1300,80558,3,5,21,7,5,8,8001,0,0%
FC2,Flor/Ind,FC2.05,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,85,25036744,62795,17205,1066377,3,64,145,83,74,74,42572,0,0%
FC2,Flor/Ind,FC2.06,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,19,2928264,7344,2012,124722,3,8,19,10,17,12,10522,0,0%
FC2,Flor/Ind,FC2.07,2016,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,30,5584004,14005,3837,237837,3,15,17,20,46,20,15992,0,0%
FC2,Flor/Ind,FC2.08,2016,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,7,17276352,43331,11872,735842,3,45,50,59,4,32,26972,0,0%
FF2,Flor,FF2.01,2016,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,270074,1161474588,2913121,798149,49470070,3,760,779,808,996,669,327031,2282069,698%
FF2,Flor,FF2.02,2016,SC,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,25600,112944835,283280,77614,4810599,3,235,559,290,976,413,135815,12663,9%
FF2,Flor,FF2.03,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,134352,577790366,1449169,397050,24609518,3,612,796,677,992,616,257936,1444947,560%
FF2,Flor,FF2.04,2016,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,8788,37793053,94790,25971,1609699,3,93,103,120,837,231,77520,104009,134%
AG1,Agrop/Alim,AG1.01,2016,GO,Cerrado,Cerrado,RB.Parana,107,355857736,96890,25759,2099696,80,95,130,120,7,87,98276,651,1%
AG1,Agrop/Alim,AG1.02,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,7085283,1929,513,41806,2,2,7,3,333,69,28743,1340,5%
AG1,Agrop/Alim,AG1.03,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,352945307,96097,25548,2082511,80,95,249,119,333,175,131771,1340,1%
AG1,Agrop/Alim,AG1.04,2016,PR,Cerrado,Cerrado,RB.Parana,1704,712709736,194051,51590,4205258,149,174,231,214,103,174,161238,1508,1%
AG1,Agrop/Alim,AG1.05,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,356852430,97161,25831,2105565,80,96,251,120,333,176,132508,1340,1%
AG1,Agrop/Alim,AG1.06,2016,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1065,720523982,196178,52156,4251365,150,176,403,216,500,289,200081,1896,1%
AG1,Agrop/Alim,AG1.07,2016,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,351950614,95826,25476,2076642,79,94,129,118,444,173,131070,1344,1%
AG1,Agrop/Alim,AG1.08,2016,MS,Cerrado,Cerrado,RB.Parana,76,351950614,95826,25476,2076642,79,94,129,118,5,85,97366,241,0%
AG1,Agrop/Alim,AG1.09,2016,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,12,1714540,467,124,10116,0,1,1,1,19,4,5993,0,0%
AG1,Agrop/Alim,AG1.10,2016,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,355857736,96890,25759,2099696,80,95,130,120,444,174,131756,1344,1%
AG1,Agrop/Alim,AG1.11,2016,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,355857736,96890,25759,2099696,80,95,357,120,20,134,118231,185,0%
